mini,maxi,qtt,status,name,day,seq_name
2000,2500,3,CRIT_EMPTY,2m0,15,8m
2500,3000,21,CRIT_FULL,2m5,15,8m
3000,3500,3,CRIT_EMPTY,3m0,15,8m
3500,4000,6,OPEN,3m5,15,8m
1000,1500,25,FULL,1m0,15,7m
1500,2000,25,FULL,1m5,15,7m
2000,2500,11,OPEN,2m0,15,7m
2500,3000,13,OPEN,2m5,15,7m
3000,3500,15,OPEN,3m0,15,7m
3500,4000,0,EMPTY,3m5,15,7m
1000,1500,25,FULL,1m0,15,6m
1500,2000,13,OPEN,1m5,15,6m
2000,2500,22,CRIT_FULL,2m0,15,6m
2500,3000,6,OPEN,2m5,15,6m
3000,3500,9,OPEN,3m0,15,6m
3500,4000,0,EMPTY,3m5,15,6m
1000,1250,10,FULL,1m0,15,SS
1250,1500,10,FULL,1m25,15,SS
1500,1750,9,CRIT_FULL,1m5,15,SS
1750,2000,9,CRIT_FULL,1m75,15,SS
2000,2250,10,FULL,2m0,15,SS
2250,2500,6,OPEN,2m25,15,SS
2500,2750,2,OPEN,2m5,15,SS
2750,3000,1,CRIT_EMPTY,2m75,15,SS
3000,3250,0,EMPTY,3m0,15,SS
3250,3500,4,OPEN,3m25,15,SS
3500,3750,1,CRIT_EMPTY,3m5,15,SS
3750,4000,0,EMPTY,3m75,15,SS
1000,1500,8,OPEN,1m0,16,8m
1500,2000,1,CRIT_EMPTY,1m5,16,8m
2000,2500,2,CRIT_EMPTY,2m0,16,8m
2500,3000,21,CRIT_FULL,2m5,16,8m
3000,3500,5,CRIT_EMPTY,3m0,16,8m
3500,4000,5,CRIT_EMPTY,3m5,16,8m
1000,1500,25,FULL,1m0,16,7m
1500,2000,25,FULL,1m5,16,7m
2000,2500,10,OPEN,2m0,16,7m
2500,3000,14,OPEN,2m5,16,7m
3000,3500,15,OPEN,3m0,16,7m
3500,4000,1,CRIT_EMPTY,3m5,16,7m
1000,1500,25,FULL,1m0,16,6m
1500,2000,15,OPEN,1m5,16,6m
2000,2500,19,OPEN,2m0,16,6m
2500,3000,4,CRIT_EMPTY,2m5,16,6m
3000,3500,7,OPEN,3m0,16,6m
3500,4000,0,EMPTY,3m5,16,6m
1000,1250,10,FULL,1m0,16,SS
1250,1500,8,OPEN,1m25,16,SS
1500,1750,10,FULL,1m5,16,SS
1750,2000,8,OPEN,1m75,16,SS
2000,2250,9,CRIT_FULL,2m0,16,SS
2250,2500,5,OPEN,2m25,16,SS
2500,2750,1,CRIT_EMPTY,2m5,16,SS
2750,3000,0,EMPTY,2m75,16,SS
3000,3250,0,EMPTY,3m0,16,SS
3250,3500,3,OPEN,3m25,16,SS
3500,3750,1,CRIT_EMPTY,3m5,16,SS
3750,4000,0,EMPTY,3m75,16,SS
1000,1500,8,OPEN,1m0,17,8m
1500,2000,0,EMPTY,1m5,17,8m
2000,2500,2,CRIT_EMPTY,2m0,17,8m
2500,3000,19,OPEN,2m5,17,8m
3000,3500,4,CRIT_EMPTY,3m0,17,8m
3500,4000,5,CRIT_EMPTY,3m5,17,8m
1000,1500,25,FULL,1m0,17,7m
1500,2000,25,FULL,1m5,17,7m
2000,2500,11,OPEN,2m0,17,7m
2500,3000,16,OPEN,2m5,17,7m
3000,3500,9,OPEN,3m0,17,7m
3500,4000,3,CRIT_EMPTY,3m5,17,7m
1000,1500,25,FULL,1m0,17,6m
1500,2000,18,OPEN,1m5,17,6m
2000,2500,21,CRIT_FULL,2m0,17,6m
2500,3000,6,OPEN,2m5,17,6m
3000,3500,0,EMPTY,3m0,17,6m
3500,4000,0,EMPTY,3m5,17,6m
1000,1250,10,FULL,1m0,17,SS
1250,1500,10,FULL,1m25,17,SS
1500,1750,10,FULL,1m5,17,SS
1750,2000,10,FULL,1m75,17,SS
2000,2250,10,FULL,2m0,17,SS
2250,2500,5,OPEN,2m25,17,SS
2500,2750,0,EMPTY,2m5,17,SS
2750,3000,1,CRIT_EMPTY,2m75,17,SS
3000,3250,0,EMPTY,3m0,17,SS
3250,3500,6,OPEN,3m25,17,SS
3500,3750,0,EMPTY,3m5,17,SS
3750,4000,0,EMPTY,3m75,17,SS
1000,1500,8,OPEN,1m0,18,8m
1500,2000,1,CRIT_EMPTY,1m5,18,8m
2000,2500,6,OPEN,2m0,18,8m
2500,3000,16,OPEN,2m5,18,8m
3000,3500,1,CRIT_EMPTY,3m0,18,8m
3500,4000,1,CRIT_EMPTY,3m5,18,8m
1000,1500,25,FULL,1m0,18,7m
1500,2000,24,CRIT_FULL,1m5,18,7m
2000,2500,2,CRIT_EMPTY,2m0,18,7m
2500,3000,19,OPEN,2m5,18,7m
3000,3500,4,CRIT_EMPTY,3m0,18,7m
3500,4000,2,CRIT_EMPTY,3m5,18,7m
1000,1500,25,FULL,1m0,18,6m
1500,2000,21,CRIT_FULL,1m5,18,6m
2000,2500,14,OPEN,2m0,18,6m
2500,3000,6,OPEN,2m5,18,6m
3000,3500,3,CRIT_EMPTY,3m0,18,6m
3500,4000,0,EMPTY,3m5,18,6m
1000,1250,10,FULL,1m0,18,SS
1250,1500,10,FULL,1m25,18,SS
1500,1750,10,FULL,1m5,18,SS
1750,2000,10,FULL,1m75,18,SS
2000,2250,4,OPEN,2m0,18,SS
2250,2500,5,OPEN,2m25,18,SS
2500,2750,1,CRIT_EMPTY,2m5,18,SS
2750,3000,0,EMPTY,2m75,18,SS
3000,3250,5,OPEN,3m0,18,SS
3250,3500,2,OPEN,3m25,18,SS
3500,3750,0,EMPTY,3m5,18,SS
3750,4000,0,EMPTY,3m75,18,SS
1000,1500,8,OPEN,1m0,19,8m
1500,2000,1,CRIT_EMPTY,1m5,19,8m
2000,2500,1,CRIT_EMPTY,2m0,19,8m
2500,3000,16,OPEN,2m5,19,8m
3000,3500,1,CRIT_EMPTY,3m0,19,8m
3500,4000,2,CRIT_EMPTY,3m5,19,8m
1000,1500,25,FULL,1m0,19,7m
1500,2000,23,CRIT_FULL,1m5,19,7m
2000,2500,0,EMPTY,2m0,19,7m
2500,3000,19,OPEN,2m5,19,7m
3000,3500,5,CRIT_EMPTY,3m0,19,7m
3500,4000,2,CRIT_EMPTY,3m5,19,7m
1000,1500,25,FULL,1m0,19,6m
1500,2000,19,OPEN,1m5,19,6m
2000,2500,15,OPEN,2m0,19,6m
2500,3000,10,OPEN,2m5,19,6m
3000,3500,0,EMPTY,3m0,19,6m
3500,4000,0,EMPTY,3m5,19,6m
1000,1250,10,FULL,1m0,19,SS
1250,1500,9,CRIT_FULL,1m25,19,SS
1500,1750,9,CRIT_FULL,1m5,19,SS
1750,2000,10,FULL,1m75,19,SS
2000,2250,4,OPEN,2m0,19,SS
2250,2500,7,OPEN,2m25,19,SS
2500,2750,2,OPEN,2m5,19,SS
2750,3000,3,OPEN,2m75,19,SS
3000,3250,4,OPEN,3m0,19,SS
3250,3500,1,CRIT_EMPTY,3m25,19,SS
3500,3750,1,CRIT_EMPTY,3m5,19,SS
3750,4000,0,EMPTY,3m75,19,SS
1000,1500,8,OPEN,1m0,20,8m
1500,2000,0,EMPTY,1m5,20,8m
2000,2500,2,CRIT_EMPTY,2m0,20,8m
2500,3000,20,CRIT_FULL,2m5,20,8m
3000,3500,3,CRIT_EMPTY,3m0,20,8m
3500,4000,1,CRIT_EMPTY,3m5,20,8m
1000,1500,25,FULL,1m0,20,7m
1500,2000,25,FULL,1m5,20,7m
2000,2500,4,CRIT_EMPTY,2m0,20,7m
2500,3000,19,OPEN,2m5,20,7m
3000,3500,2,CRIT_EMPTY,3m0,20,7m
3500,4000,2,CRIT_EMPTY,3m5,20,7m
1000,1500,25,FULL,1m0,20,6m
1500,2000,17,OPEN,1m5,20,6m
2000,2500,13,OPEN,2m0,20,6m
2500,3000,9,OPEN,2m5,20,6m
3000,3500,2,CRIT_EMPTY,3m0,20,6m
3500,4000,0,EMPTY,3m5,20,6m
1000,1250,10,FULL,1m0,20,SS
1250,1500,9,CRIT_FULL,1m25,20,SS
1500,1750,9,CRIT_FULL,1m5,20,SS
1750,2000,8,OPEN,1m75,20,SS
2000,2250,1,CRIT_EMPTY,2m0,20,SS
2250,2500,10,FULL,2m25,20,SS
2500,2750,1,CRIT_EMPTY,2m5,20,SS
2750,3000,2,OPEN,2m75,20,SS
3000,3250,1,CRIT_EMPTY,3m0,20,SS
3250,3500,0,EMPTY,3m25,20,SS
3500,3750,0,EMPTY,3m5,20,SS
3750,4000,0,EMPTY,3m75,20,SS
1000,1500,7,OPEN,1m0,21,8m
1500,2000,0,EMPTY,1m5,21,8m
2000,2500,2,CRIT_EMPTY,2m0,21,8m
2500,3000,19,OPEN,2m5,21,8m
3000,3500,4,CRIT_EMPTY,3m0,21,8m
3500,4000,1,CRIT_EMPTY,3m5,21,8m
1000,1500,25,FULL,1m0,21,7m
1500,2000,25,FULL,1m5,21,7m
2000,2500,7,OPEN,2m0,21,7m
2500,3000,16,OPEN,2m5,21,7m
3000,3500,7,OPEN,3m0,21,7m
3500,4000,0,EMPTY,3m5,21,7m
1000,1500,25,FULL,1m0,21,6m
1500,2000,16,OPEN,1m5,21,6m
2000,2500,17,OPEN,2m0,21,6m
2500,3000,8,OPEN,2m5,21,6m
3000,3500,0,EMPTY,3m0,21,6m
3500,4000,0,EMPTY,3m5,21,6m
1000,1250,10,FULL,1m0,21,SS
1250,1500,10,FULL,1m25,21,SS
1500,1750,8,OPEN,1m5,21,SS
1750,2000,8,OPEN,1m75,21,SS
2000,2250,4,OPEN,2m0,21,SS
2250,2500,10,FULL,2m25,21,SS
2500,2750,2,OPEN,2m5,21,SS
2750,3000,1,CRIT_EMPTY,2m75,21,SS
3000,3250,1,CRIT_EMPTY,3m0,21,SS
3250,3500,0,EMPTY,3m25,21,SS
3500,3750,1,CRIT_EMPTY,3m5,21,SS
3750,4000,0,EMPTY,3m75,21,SS
1000,1500,6,OPEN,1m0,22,8m
1500,2000,0,EMPTY,1m5,22,8m
2000,2500,2,CRIT_EMPTY,2m0,22,8m
2500,3000,14,OPEN,2m5,22,8m
3000,3500,7,OPEN,3m0,22,8m
3500,4000,1,CRIT_EMPTY,3m5,22,8m
1000,1500,25,FULL,1m0,22,7m
1500,2000,25,FULL,1m5,22,7m
2000,2500,7,OPEN,2m0,22,7m
2500,3000,13,OPEN,2m5,22,7m
3000,3500,6,OPEN,3m0,22,7m
3500,4000,4,CRIT_EMPTY,3m5,22,7m
1000,1500,25,FULL,1m0,22,6m
1500,2000,17,OPEN,1m5,22,6m
2000,2500,12,OPEN,2m0,22,6m
2500,3000,3,CRIT_EMPTY,2m5,22,6m
3000,3500,0,EMPTY,3m0,22,6m
3500,4000,0,EMPTY,3m5,22,6m
1000,1250,10,FULL,1m0,22,SS
1250,1500,10,FULL,1m25,22,SS
1500,1750,10,FULL,1m5,22,SS
1750,2000,4,OPEN,1m75,22,SS
2000,2250,4,OPEN,2m0,22,SS
2250,2500,10,FULL,2m25,22,SS
2500,2750,2,OPEN,2m5,22,SS
2750,3000,1,CRIT_EMPTY,2m75,22,SS
3000,3250,1,CRIT_EMPTY,3m0,22,SS
3250,3500,0,EMPTY,3m25,22,SS
3500,3750,2,OPEN,3m5,22,SS
3750,4000,0,EMPTY,3m75,22,SS
1000,1500,6,OPEN,1m0,23,8m
1500,2000,0,EMPTY,1m5,23,8m
2000,2500,1,CRIT_EMPTY,2m0,23,8m
2500,3000,10,OPEN,2m5,23,8m
3000,3500,2,CRIT_EMPTY,3m0,23,8m
3500,4000,8,OPEN,3m5,23,8m
1000,1500,25,FULL,1m0,23,7m
1500,2000,25,FULL,1m5,23,7m
2000,2500,8,OPEN,2m0,23,7m
2500,3000,11,OPEN,2m5,23,7m
3000,3500,3,CRIT_EMPTY,3m0,23,7m
3500,4000,1,CRIT_EMPTY,3m5,23,7m
1000,1500,25,FULL,1m0,23,6m
1500,2000,19,OPEN,1m5,23,6m
2000,2500,9,OPEN,2m0,23,6m
2500,3000,3,CRIT_EMPTY,2m5,23,6m
3000,3500,2,CRIT_EMPTY,3m0,23,6m
3500,4000,5,CRIT_EMPTY,3m5,23,6m
1000,1250,10,FULL,1m0,23,SS
1250,1500,9,CRIT_FULL,1m25,23,SS
1500,1750,9,CRIT_FULL,1m5,23,SS
1750,2000,9,CRIT_FULL,1m75,23,SS
2000,2250,2,OPEN,2m0,23,SS
2250,2500,8,OPEN,2m25,23,SS
2500,2750,0,EMPTY,2m5,23,SS
2750,3000,3,OPEN,2m75,23,SS
3000,3250,0,EMPTY,3m0,23,SS
3250,3500,2,OPEN,3m25,23,SS
3500,3750,6,OPEN,3m5,23,SS
3750,4000,0,EMPTY,3m75,23,SS
1000,1500,6,OPEN,1m0,24,8m
1500,2000,1,CRIT_EMPTY,1m5,24,8m
2000,2500,2,CRIT_EMPTY,2m0,24,8m
2500,3000,6,OPEN,2m5,24,8m
3000,3500,2,CRIT_EMPTY,3m0,24,8m
3500,4000,6,OPEN,3m5,24,8m
1000,1500,25,FULL,1m0,24,7m
1500,2000,22,CRIT_FULL,1m5,24,7m
2000,2500,5,CRIT_EMPTY,2m0,24,7m
2500,3000,14,OPEN,2m5,24,7m
3000,3500,5,CRIT_EMPTY,3m0,24,7m
3500,4000,2,CRIT_EMPTY,3m5,24,7m
1000,1500,25,FULL,1m0,24,6m
1500,2000,21,CRIT_FULL,1m5,24,6m
2000,2500,9,OPEN,2m0,24,6m
2500,3000,0,EMPTY,2m5,24,6m
3000,3500,4,CRIT_EMPTY,3m0,24,6m
3500,4000,1,CRIT_EMPTY,3m5,24,6m
1000,1250,10,FULL,1m0,24,SS
1250,1500,10,FULL,1m25,24,SS
1500,1750,9,CRIT_FULL,1m5,24,SS
1750,2000,10,FULL,1m75,24,SS
2000,2250,5,OPEN,2m0,24,SS
2250,2500,8,OPEN,2m25,24,SS
2500,2750,0,EMPTY,2m5,24,SS
2750,3000,0,EMPTY,2m75,24,SS
3000,3250,3,OPEN,3m0,24,SS
3250,3500,0,EMPTY,3m25,24,SS
3500,3750,5,OPEN,3m5,24,SS
3750,4000,0,EMPTY,3m75,24,SS
1000,1500,5,CRIT_EMPTY,1m0,25,8m
1500,2000,1,CRIT_EMPTY,1m5,25,8m
2000,2500,1,CRIT_EMPTY,2m0,25,8m
2500,3000,7,OPEN,2m5,25,8m
3000,3500,4,CRIT_EMPTY,3m0,25,8m
3500,4000,1,CRIT_EMPTY,3m5,25,8m
1000,1500,25,FULL,1m0,25,7m
1500,2000,25,FULL,1m5,25,7m
2000,2500,5,CRIT_EMPTY,2m0,25,7m
2500,3000,13,OPEN,2m5,25,7m
3000,3500,1,CRIT_EMPTY,3m0,25,7m
3500,4000,0,EMPTY,3m5,25,7m
1000,1500,25,FULL,1m0,25,6m
1500,2000,21,CRIT_FULL,1m5,25,6m
2000,2500,7,OPEN,2m0,25,6m
2500,3000,0,EMPTY,2m5,25,6m
3000,3500,1,CRIT_EMPTY,3m0,25,6m
3500,4000,0,EMPTY,3m5,25,6m
1000,1250,10,FULL,1m0,25,SS
1250,1500,9,CRIT_FULL,1m25,25,SS
1500,1750,7,OPEN,1m5,25,SS
1750,2000,9,CRIT_FULL,1m75,25,SS
2000,2250,8,OPEN,2m0,25,SS
2250,2500,6,OPEN,2m25,25,SS
2500,2750,0,EMPTY,2m5,25,SS
2750,3000,0,EMPTY,2m75,25,SS
3000,3250,4,OPEN,3m0,25,SS
3250,3500,4,OPEN,3m25,25,SS
3500,3750,3,OPEN,3m5,25,SS
3750,4000,0,EMPTY,3m75,25,SS
1000,1500,4,CRIT_EMPTY,1m0,26,8m
1500,2000,0,EMPTY,1m5,26,8m
2000,2500,2,CRIT_EMPTY,2m0,26,8m
2500,3000,10,OPEN,2m5,26,8m
3000,3500,3,CRIT_EMPTY,3m0,26,8m
3500,4000,0,EMPTY,3m5,26,8m
1000,1500,25,FULL,1m0,26,7m
1500,2000,25,FULL,1m5,26,7m
2000,2500,5,CRIT_EMPTY,2m0,26,7m
2500,3000,11,OPEN,2m5,26,7m
3000,3500,11,OPEN,3m0,26,7m
3500,4000,3,CRIT_EMPTY,3m5,26,7m
1000,1500,25,FULL,1m0,26,6m
1500,2000,23,CRIT_FULL,1m5,26,6m
2000,2500,11,OPEN,2m0,26,6m
2500,3000,3,CRIT_EMPTY,2m5,26,6m
3000,3500,4,CRIT_EMPTY,3m0,26,6m
3500,4000,0,EMPTY,3m5,26,6m
1000,1250,10,FULL,1m0,26,SS
1250,1500,10,FULL,1m25,26,SS
1500,1750,7,OPEN,1m5,26,SS
1750,2000,9,CRIT_FULL,1m75,26,SS
2000,2250,10,FULL,2m0,26,SS
2250,2500,4,OPEN,2m25,26,SS
2500,2750,0,EMPTY,2m5,26,SS
2750,3000,0,EMPTY,2m75,26,SS
3000,3250,1,CRIT_EMPTY,3m0,26,SS
3250,3500,3,OPEN,3m25,26,SS
3500,3750,3,OPEN,3m5,26,SS
3750,4000,0,EMPTY,3m75,26,SS
1000,1500,3,CRIT_EMPTY,1m0,27,8m
1500,2000,0,EMPTY,1m5,27,8m
2000,2500,1,CRIT_EMPTY,2m0,27,8m
2500,3000,9,OPEN,2m5,27,8m
3000,3500,1,CRIT_EMPTY,3m0,27,8m
3500,4000,2,CRIT_EMPTY,3m5,27,8m
1000,1500,24,CRIT_FULL,1m0,27,7m
1500,2000,25,FULL,1m5,27,7m
2000,2500,4,CRIT_EMPTY,2m0,27,7m
2500,3000,9,OPEN,2m5,27,7m
3000,3500,12,OPEN,3m0,27,7m
3500,4000,2,CRIT_EMPTY,3m5,27,7m
1000,1500,25,FULL,1m0,27,6m
1500,2000,23,CRIT_FULL,1m5,27,6m
2000,2500,12,OPEN,2m0,27,6m
2500,3000,1,CRIT_EMPTY,2m5,27,6m
3000,3500,0,EMPTY,3m0,27,6m
3500,4000,0,EMPTY,3m5,27,6m
1000,1250,10,FULL,1m0,27,SS
1250,1500,9,CRIT_FULL,1m25,27,SS
1500,1750,6,OPEN,1m5,27,SS
1750,2000,10,FULL,1m75,27,SS
2000,2250,9,CRIT_FULL,2m0,27,SS
2250,2500,5,OPEN,2m25,27,SS
2500,2750,0,EMPTY,2m5,27,SS
2750,3000,0,EMPTY,2m75,27,SS
3000,3250,0,EMPTY,3m0,27,SS
3250,3500,4,OPEN,3m25,27,SS
3500,3750,2,OPEN,3m5,27,SS
3750,4000,1,CRIT_EMPTY,3m75,27,SS
1000,1500,5,CRIT_EMPTY,1m0,28,8m
1500,2000,0,EMPTY,1m5,28,8m
2000,2500,2,CRIT_EMPTY,2m0,28,8m
2500,3000,2,CRIT_EMPTY,2m5,28,8m
3000,3500,6,OPEN,3m0,28,8m
3500,4000,0,EMPTY,3m5,28,8m
1000,1500,25,FULL,1m0,28,7m
1500,2000,25,FULL,1m5,28,7m
2000,2500,8,OPEN,2m0,28,7m
2500,3000,2,CRIT_EMPTY,2m5,28,7m
3000,3500,10,OPEN,3m0,28,7m
3500,4000,1,CRIT_EMPTY,3m5,28,7m
1000,1500,25,FULL,1m0,28,6m
1500,2000,23,CRIT_FULL,1m5,28,6m
2000,2500,10,OPEN,2m0,28,6m
2500,3000,2,CRIT_EMPTY,2m5,28,6m
3000,3500,2,CRIT_EMPTY,3m0,28,6m
3500,4000,1,CRIT_EMPTY,3m5,28,6m
1000,1250,10,FULL,1m0,28,SS
1250,1500,10,FULL,1m25,28,SS
1500,1750,5,OPEN,1m5,28,SS
1750,2000,10,FULL,1m75,28,SS
2000,2250,8,OPEN,2m0,28,SS
2250,2500,0,EMPTY,2m25,28,SS
2500,2750,0,EMPTY,2m5,28,SS
2750,3000,0,EMPTY,2m75,28,SS
3000,3250,0,EMPTY,3m0,28,SS
3250,3500,4,OPEN,3m25,28,SS
3500,3750,2,OPEN,3m5,28,SS
3750,4000,0,EMPTY,3m75,28,SS
1000,1500,6,OPEN,1m0,29,8m
1500,2000,0,EMPTY,1m5,29,8m
2000,2500,2,CRIT_EMPTY,2m0,29,8m
2500,3000,3,CRIT_EMPTY,2m5,29,8m
3000,3500,3,CRIT_EMPTY,3m0,29,8m
3500,4000,1,CRIT_EMPTY,3m5,29,8m
1000,1500,25,FULL,1m0,29,7m
1500,2000,25,FULL,1m5,29,7m
2000,2500,10,OPEN,2m0,29,7m
2500,3000,4,CRIT_EMPTY,2m5,29,7m
3000,3500,1,CRIT_EMPTY,3m0,29,7m
3500,4000,2,CRIT_EMPTY,3m5,29,7m
1000,1500,25,FULL,1m0,29,6m
1500,2000,25,FULL,1m5,29,6m
2000,2500,10,OPEN,2m0,29,6m
2500,3000,2,CRIT_EMPTY,2m5,29,6m
3000,3500,6,OPEN,3m0,29,6m
3500,4000,3,CRIT_EMPTY,3m5,29,6m
1000,1250,10,FULL,1m0,29,SS
1250,1500,10,FULL,1m25,29,SS
1500,1750,8,OPEN,1m5,29,SS
1750,2000,10,FULL,1m75,29,SS
2000,2250,8,OPEN,2m0,29,SS
2250,2500,0,EMPTY,2m25,29,SS
2500,2750,1,CRIT_EMPTY,2m5,29,SS
2750,3000,1,CRIT_EMPTY,2m75,29,SS
3000,3250,10,FULL,3m0,29,SS
3250,3500,1,CRIT_EMPTY,3m25,29,SS
3500,3750,2,OPEN,3m5,29,SS
3750,4000,0,EMPTY,3m75,29,SS
