lg,label,rep,depth,origin,excess,rest,cnt,day
4720.0,1023-447,22,1,new,waste,1280.0,1,0
4940.0,1023-425,23,1,new,waste,1060.0,2,0
4965.0,1023-882,24,1,new,waste,1035.0,3,0
4985.0,1023-666,25,1,new,waste,1015.0,4,0
5100.0,1023-326,26,1,new,waste,900.0,5,0
5385.0,1023-495,27,1,new,waste,615.0,6,0
5445.0,1023-371,28,1,new,waste,555.0,7,0
5500.0,1023-270,29,1,new,waste,500.0,8,0
5500.0,1023-270,30,1,new,waste,500.0,9,0
5615.0,1023-420,31,1,new,waste,385.0,10,0
1265.0,1023-651,1,3,new,,,11,0
1645.0,1023-635,2,3,,,,11,0
1760.0,1023-818,3,3,,s_1m3,1330.0,11,0
1245.0,1023-662,0,2,new,,,12,0
2475.0,1023-750,9,2,,s_2m3,2280.0,12,0
2105.0,1023-721,7,2,new,,,13,0
2465.0,1023-594,8,2,,s_1m3,1430.0,13,0
1805.0,1023-724,4,2,new,,,14,0
2000.0,1023-847,5,2,,s_2m3,2195.0,14,0
3100.0,1023-950,10,1,new,s_2m8,2900.0,15,0
3325.0,1023-400,11,1,new,s_2m8,2675.0,16,0
3650.0,1023-677,12,1,new,s_2m3,2350.0,17,0
3725.0,1023-250,13,1,new,s_2m3,2275.0,18,0
3745.0,1023-442,14,1,new,s_2m3,2255.0,19,0
4015.0,1023-272,18,1,new,s_1m8,1985.0,20,0
4040.0,1023-767,19,1,new,s_1m8,1960.0,21,0
4330.0,1023-798,20,1,new,s_1m8,1670.0,22,0
4425.0,1023-650,21,1,new,s_1m8,1575.0,23,0
3905.0,1023-926,17,1,new,s_2m3,2095.0,24,0
3790.0,1023-696,15,1,new,s_2m3,2210.0,25,0
3870.0,1023-383,16,1,new,s_2m3,2130.0,26,0
4845.0,1023-310,40,1,new,waste,1155.0,1,1
4925.0,1023-490,41,1,new,waste,1075.0,2,1
4925.0,1023-490,42,1,new,waste,1075.0,3,1
4925.0,1023-490,43,1,new,waste,1075.0,4,1
4925.0,1023-490,44,1,new,waste,1075.0,5,1
4925.0,1023-490,45,1,new,waste,1075.0,6,1
4980.0,1023-825,46,1,new,waste,1020.0,7,1
5105.0,1023-770,47,1,new,waste,895.0,8,1
5395.0,1023-323,48,1,new,waste,605.0,9,1
1640.0,1023-474,2,1,s_2m3,waste,250.0,10,1
1810.0,1023-431,3,1,s_2m3,waste,250.0,11,1
1885.0,1023-462,4,1,s_2m3,waste,250.0,12,1
1965.0,1023-785,5,1,s_2m3,waste,250.0,13,1
1165.0,1023-214,0,3,new,,,14,1
1455.0,1023-982,1,3,,,,14,1
2070.0,1023-863,7,3,,s_1m3,1310.0,14,1
2175.0,1023-881,9,2,new,,,15,1
2310.0,1023-478,10,2,,s_1m8,1515.0,15,1
2720.0,1023-898,11,1,new,s_3m3,3280.0,16,1
2745.0,1023-416,12,1,new,s_3m3,3255.0,17,1
2850.0,1023-436,13,1,new,s_3m3,3150.0,18,1
2890.0,1023-381,14,1,new,s_3m3,3110.0,19,1
2890.0,1023-381,15,1,new,s_3m3,3110.0,20,1
3085.0,1023-388,18,1,new,s_2m8,2915.0,21,1
3165.0,1023-385,19,1,new,s_2m8,2835.0,22,1
3165.0,1023-385,20,1,new,s_2m8,2835.0,23,1
3615.0,1023-814,29,1,new,s_2m3,2385.0,24,1
4550.0,1023-838,38,1,new,s_1m3,1450.0,25,1
4555.0,1023-706,39,1,new,s_1m3,1445.0,26,1
2025.0,1023-224,6,2,new,,,27,1
2130.0,1023-916,8,2,,s_1m8,1845.0,27,1
3165.0,1023-385,21,1,new,s_2m8,2835.0,28,1
3165.0,1023-385,22,1,new,s_2m8,2835.0,29,1
3165.0,1023-385,23,1,new,s_2m8,2835.0,30,1
3165.0,1023-385,24,1,new,s_2m8,2835.0,31,1
3165.0,1023-385,25,1,new,s_2m8,2835.0,32,1
3165.0,1023-385,26,1,new,s_2m8,2835.0,33,1
3165.0,1023-385,27,1,new,s_2m8,2835.0,34,1
3165.0,1023-385,28,1,new,s_2m8,2835.0,35,1
3700.0,1023-348,30,1,new,s_2m3,2300.0,36,1
4450.0,1023-675,37,1,new,s_1m8,1550.0,37,1
2890.0,1023-381,16,1,new,s_3m3,3110.0,38,1
2890.0,1023-381,17,1,new,s_3m3,3110.0,39,1
3720.0,1023-941,31,1,new,s_2m3,2280.0,40,1
4280.0,1023-952,32,1,new,s_1m8,1720.0,41,1
4280.0,1023-952,33,1,new,s_1m8,1720.0,42,1
4280.0,1023-952,34,1,new,s_1m8,1720.0,43,1
4280.0,1023-952,35,1,new,s_1m8,1720.0,44,1
4330.0,1023-207,36,1,new,s_1m8,1670.0,45,1
4725.0,1023-494,31,1,new,waste,1275.0,1,2
4725.0,1023-494,32,1,new,waste,1275.0,2,2
4890.0,1023-219,33,1,new,waste,1110.0,3,2
4900.0,1023-664,34,1,new,waste,1100.0,4,2
4940.0,1023-558,35,1,new,waste,1060.0,5,2
5235.0,1023-707,36,1,new,waste,765.0,6,2
5235.0,1023-707,37,1,new,waste,765.0,7,2
5435.0,1023-934,38,1,new,waste,565.0,8,2
950.0,1023-350,0,1,s_1m3,waste,250.0,9,2
1060.0,1023-383,1,1,s_1m8,waste,250.0,10,2
1270.0,1023-387,2,1,s_1m8,waste,250.0,11,2
1340.0,1023-276,3,1,s_1m8,waste,250.0,12,2
1355.0,1023-270,4,1,s_1m8,waste,250.0,13,2
1355.0,1023-270,5,1,s_1m8,waste,250.0,14,2
1355.0,1023-270,6,1,s_1m8,waste,250.0,15,2
1390.0,1023-551,7,1,s_1m8,waste,250.0,16,2
1560.0,1023-316,8,1,s_2m3,waste,250.0,17,2
2105.0,1023-593,9,1,s_2m8,waste,250.0,18,2
2525.0,1023-878,10,1,s_3m3,waste,250.0,19,2
2720.0,1023-975,11,1,s_3m3,waste,250.0,20,2
2875.0,1023-342,12,1,s_3m3,waste,250.0,21,2
3005.0,1023-625,13,1,new,s_2m8,2995.0,22,2
3115.0,1023-460,14,1,new,s_2m8,2885.0,23,2
3150.0,1023-412,15,1,new,s_2m8,2850.0,24,2
3575.0,1023-666,17,1,new,s_2m3,2425.0,25,2
3690.0,1023-966,18,1,new,s_2m3,2310.0,26,2
4020.0,1023-746,21,1,new,s_1m8,1980.0,27,2
4020.0,1023-746,22,1,new,s_1m8,1980.0,28,2
4020.0,1023-746,23,1,new,s_1m8,1980.0,29,2
4020.0,1023-746,24,1,new,s_1m8,1980.0,30,2
4020.0,1023-746,25,1,new,s_1m8,1980.0,31,2
4165.0,1023-479,26,1,new,s_1m8,1835.0,32,2
4165.0,1023-479,27,1,new,s_1m8,1835.0,33,2
4420.0,1023-492,30,1,new,s_1m8,1580.0,34,2
3785.0,1023-821,19,1,new,s_2m3,2215.0,35,2
3885.0,1023-885,20,1,new,s_2m3,2115.0,36,2
4315.0,1023-526,28,1,new,s_1m8,1685.0,37,2
4340.0,1023-583,29,1,new,s_1m8,1660.0,38,2
3315.0,1023-644,16,1,new,waste,2685.0,39,2
4840.0,1023-783,40,1,new,waste,1160.0,1,3
5065.0,1023-586,41,1,new,waste,935.0,2,3
5065.0,1023-586,42,1,new,waste,935.0,3,3
5065.0,1023-586,43,1,new,waste,935.0,4,3
5065.0,1023-586,44,1,new,waste,935.0,5,3
5065.0,1023-586,45,1,new,waste,935.0,6,3
5070.0,1023-460,46,1,new,waste,930.0,7,3
5090.0,1023-917,47,1,new,waste,910.0,8,3
5115.0,1023-208,48,1,new,waste,885.0,9,3
5275.0,1023-672,49,1,new,waste,725.0,10,3
5285.0,1023-451,50,1,new,waste,715.0,11,3
5405.0,1023-386,51,1,new,waste,595.0,12,3
5405.0,1023-386,52,1,new,waste,595.0,13,3
1090.0,1023-299,1,1,s_1m8,waste,250.0,14,3
1095.0,1023-251,2,1,s_1m8,waste,250.0,15,3
1095.0,1023-251,3,1,s_1m8,waste,250.0,16,3
1335.0,1023-284,4,1,s_1m8,waste,250.0,17,3
1630.0,1023-249,5,1,s_2m3,waste,250.0,18,3
1630.0,1023-249,6,1,s_2m3,waste,250.0,19,3
1630.0,1023-249,7,1,s_2m3,waste,250.0,20,3
1630.0,1023-249,8,1,s_2m3,waste,250.0,21,3
1630.0,1023-249,9,1,s_2m3,waste,250.0,22,3
1630.0,1023-249,10,1,s_2m3,waste,250.0,23,3
2275.0,1023-830,13,1,s_2m8,waste,250.0,24,3
2395.0,1023-684,14,1,s_2m8,waste,250.0,25,3
2490.0,1023-933,15,1,s_2m8,waste,250.0,26,3
2490.0,1023-933,16,1,s_2m8,waste,250.0,27,3
2490.0,1023-933,17,1,s_2m8,waste,250.0,28,3
2490.0,1023-933,18,1,s_2m8,waste,250.0,29,3
2490.0,1023-933,19,1,s_2m8,waste,250.0,30,3
1630.0,1023-249,12,2,new,,,31,3
2995.0,1023-506,21,2,,s_1m3,1375.0,31,3
980.0,1023-396,0,2,new,,,32,3
1630.0,1023-249,11,2,,s_3m3,3390.0,32,3
3515.0,1023-404,26,1,new,s_2m3,2485.0,33,3
2635.0,1023-724,20,1,new,s_3m3,3365.0,34,3
3430.0,1023-931,23,1,new,s_2m8,2570.0,35,3
3475.0,1023-611,24,1,new,s_2m8,2525.0,36,3
3500.0,1023-480,25,1,new,s_2m8,2500.0,37,3
3515.0,1023-404,27,1,new,s_2m3,2485.0,38,3
3515.0,1023-404,28,1,new,s_2m3,2485.0,39,3
3515.0,1023-404,29,1,new,s_2m3,2485.0,40,3
3515.0,1023-404,30,1,new,s_2m3,2485.0,41,3
3515.0,1023-404,31,1,new,s_2m3,2485.0,42,3
3645.0,1023-960,32,1,new,s_2m3,2355.0,43,3
4150.0,1023-519,37,1,new,s_1m8,1850.0,44,3
4595.0,1023-689,38,1,new,s_1m3,1405.0,45,3
4605.0,1023-735,39,1,new,s_1m3,1395.0,46,3
3235.0,1023-344,22,1,new,s_2m8,2765.0,47,3
3715.0,1023-955,33,1,new,s_2m3,2285.0,48,3
3755.0,1023-971,34,1,new,s_2m3,2245.0,49,3
3755.0,1023-971,35,1,new,s_2m3,2245.0,50,3
3765.0,1023-452,36,1,new,s_2m3,2235.0,51,3
4785.0,1023-389,30,1,new,waste,1215.0,1,4
4785.0,1023-389,31,1,new,waste,1215.0,2,4
4945.0,1023-355,32,1,new,waste,1055.0,3,4
4965.0,1023-610,33,1,new,waste,1035.0,4,4
5235.0,1023-314,34,1,new,waste,765.0,5,4
5350.0,1023-413,35,1,new,waste,650.0,6,4
5485.0,1023-988,36,1,new,waste,515.0,7,4
5495.0,1023-230,37,1,new,waste,505.0,8,4
5505.0,1023-758,38,1,new,waste,495.0,9,4
5575.0,1023-351,39,1,new,waste,425.0,10,4
5670.0,1023-787,40,1,new,waste,330.0,11,4
1100.0,1023-581,0,1,s_1m8,waste,250.0,12,4
1455.0,1023-229,1,1,s_1m8,waste,250.0,13,4
1455.0,1023-229,2,1,s_1m8,waste,250.0,14,4
1455.0,1023-229,3,1,s_1m8,waste,250.0,15,4
1455.0,1023-229,4,1,s_1m8,waste,250.0,16,4
1455.0,1023-229,5,1,s_1m8,waste,250.0,17,4
1455.0,1023-229,6,1,s_1m8,waste,250.0,18,4
1455.0,1023-229,7,1,s_1m8,waste,250.0,19,4
1505.0,1023-334,11,1,s_2m3,waste,250.0,20,4
1610.0,1023-831,12,1,s_2m3,waste,250.0,21,4
1675.0,1023-468,13,1,s_2m3,waste,250.0,22,4
1755.0,1023-820,14,1,s_2m3,waste,250.0,23,4
1800.0,1023-839,15,1,s_2m3,waste,250.0,24,4
2055.0,1023-300,16,1,s_2m8,waste,250.0,25,4
2125.0,1023-364,17,1,s_2m8,waste,250.0,26,4
2280.0,1023-233,18,1,s_2m8,waste,250.0,27,4
2830.0,1023-323,19,1,s_3m3,waste,250.0,28,4
2830.0,1023-323,20,1,s_3m3,waste,250.0,29,4
1455.0,1023-229,8,3,new,,,30,4
1455.0,1023-229,9,3,,,,30,4
1455.0,1023-229,10,3,,s_1m8,1635.0,30,4
3065.0,1023-974,21,1,new,s_2m8,2935.0,31,4
3500.0,1023-457,24,1,new,s_2m8,2500.0,32,4
3520.0,1023-522,25,1,new,s_2m3,2480.0,33,4
4105.0,1023-493,28,1,new,s_1m8,1895.0,34,4
4440.0,1023-883,29,1,new,s_1m8,1560.0,35,4
3260.0,1023-559,22,1,new,s_2m8,2740.0,36,4
3335.0,1023-721,23,1,new,s_2m8,2665.0,37,4
3725.0,1023-728,26,1,new,s_2m3,2275.0,38,4
3800.0,1023-720,27,1,new,s_2m3,2200.0,39,4
4735.0,1023-222,30,1,new,waste,1265.0,1,5
5440.0,1023-646,31,1,new,waste,560.0,2,5
5460.0,1023-682,32,1,new,waste,540.0,3,5
5495.0,1023-226,33,1,new,waste,505.0,4,5
5690.0,1023-924,34,1,new,waste,310.0,5,5
980.0,1023-287,0,1,s_1m3,waste,250.0,6,5
1105.0,1023-500,1,1,s_1m8,waste,250.0,7,5
1235.0,1023-671,2,1,s_1m8,waste,250.0,8,5
1500.0,1023-343,3,1,s_1m8,waste,250.0,9,5
1525.0,1023-280,7,1,s_2m3,waste,250.0,10,5
1550.0,1023-929,8,1,s_2m3,waste,250.0,11,5
1595.0,1023-338,9,1,s_2m3,waste,250.0,12,5
1610.0,1023-789,10,1,s_2m3,waste,250.0,13,5
1670.0,1023-387,11,1,s_2m3,waste,250.0,14,5
1790.0,1023-219,12,1,s_2m3,waste,250.0,15,5
2005.0,1023-293,13,1,s_2m8,waste,250.0,16,5
2170.0,1023-712,14,1,s_2m8,waste,250.0,17,5
2170.0,1023-712,15,1,s_2m8,waste,250.0,18,5
2240.0,1023-967,16,1,s_2m8,waste,250.0,19,5
2430.0,1023-895,17,1,s_2m8,waste,250.0,20,5
1500.0,1023-343,4,3,new,,,21,5
1500.0,1023-343,5,3,,,,21,5
1500.0,1023-343,6,3,,s_1m8,1500.0,21,5
3010.0,1023-353,18,1,new,s_2m8,2990.0,22,5
3010.0,1023-353,19,1,new,s_2m8,2990.0,23,5
3020.0,1023-859,20,1,new,s_2m8,2980.0,24,5
3075.0,1023-473,21,1,new,s_2m8,2925.0,25,5
3110.0,1023-315,22,1,new,s_2m8,2890.0,26,5
3635.0,1023-804,25,1,new,s_2m3,2365.0,27,5
3635.0,1023-893,26,1,new,s_2m3,2365.0,28,5
4165.0,1023-722,27,1,new,s_1m8,1835.0,29,5
4415.0,1023-747,29,1,new,s_1m8,1585.0,30,5
3245.0,1023-606,23,1,new,s_2m8,2755.0,31,5
3320.0,1023-918,24,1,new,s_2m8,2680.0,32,5
4210.0,1023-737,28,1,new,s_1m8,1790.0,33,5
4810.0,1023-891,34,1,new,waste,1190.0,1,6
4855.0,1023-485,35,1,new,waste,1145.0,2,6
4920.0,1023-612,36,1,new,waste,1080.0,3,6
5025.0,1023-851,37,1,new,waste,975.0,4,6
5500.0,1023-543,38,1,new,waste,500.0,5,6
5500.0,1023-543,39,1,new,waste,500.0,6,6
5660.0,1023-816,40,1,new,waste,340.0,7,6
995.0,1023-855,0,1,s_1m3,waste,250.0,8,6
1130.0,1023-969,1,1,s_1m8,waste,250.0,9,6
1130.0,1023-396,2,1,s_1m8,waste,250.0,10,6
1265.0,1023-459,3,1,s_1m8,waste,250.0,11,6
1545.0,1023-929,4,1,s_2m3,waste,250.0,12,6
1580.0,1023-739,5,1,s_2m3,waste,250.0,13,6
1580.0,1023-739,6,1,s_2m3,waste,250.0,14,6
1715.0,1023-741,7,1,s_2m3,waste,250.0,15,6
1750.0,1023-367,8,1,s_2m3,waste,250.0,16,6
2060.0,1023-618,9,1,s_2m8,waste,250.0,17,6
2190.0,1023-282,10,1,s_2m8,waste,250.0,18,6
2225.0,1023-357,11,1,s_2m8,waste,250.0,19,6
2225.0,1023-357,12,1,s_2m8,waste,250.0,20,6
2535.0,1023-257,13,1,new,s_3m3,3465.0,21,6
3620.0,1023-428,21,1,new,s_2m3,2380.0,22,6
2935.0,1023-804,16,1,new,s_3m3,3065.0,23,6
2940.0,1023-361,17,1,new,s_3m3,3060.0,24,6
2945.0,1023-284,18,1,new,s_3m3,3055.0,25,6
3035.0,1023-434,19,1,new,s_2m8,2965.0,26,6
3410.0,1023-628,20,1,new,s_2m8,2590.0,27,6
4485.0,1023-440,31,1,new,s_1m8,1515.0,28,6
4570.0,1023-705,32,1,new,s_1m3,1430.0,29,6
4615.0,1023-734,33,1,new,s_1m3,1385.0,30,6
2750.0,1023-223,14,1,new,s_3m3,3250.0,31,6
2750.0,1023-223,15,1,new,s_3m3,3250.0,32,6
3745.0,1023-437,22,1,new,s_2m3,2255.0,33,6
4255.0,1023-815,23,1,new,s_1m8,1745.0,34,6
4255.0,1023-815,24,1,new,s_1m8,1745.0,35,6
4255.0,1023-815,25,1,new,s_1m8,1745.0,36,6
4255.0,1023-815,26,1,new,s_1m8,1745.0,37,6
4255.0,1023-815,27,1,new,s_1m8,1745.0,38,6
4255.0,1023-815,28,1,new,s_1m8,1745.0,39,6
4255.0,1023-815,29,1,new,s_1m8,1745.0,40,6
4255.0,1023-815,30,1,new,s_1m8,1745.0,41,6
5095.0,1023-986,29,1,new,waste,905.0,1,7
5145.0,1023-511,30,1,new,waste,855.0,2,7
5145.0,1023-738,31,1,new,waste,855.0,3,7
5165.0,1023-461,32,1,new,waste,835.0,4,7
5225.0,1023-728,33,1,new,waste,775.0,5,7
5335.0,1023-216,34,1,new,waste,665.0,6,7
5560.0,1023-497,35,1,new,waste,440.0,7,7
1025.0,1023-793,0,1,s_1m8,waste,250.0,8,7
1060.0,1023-237,1,1,s_1m8,waste,250.0,9,7
1185.0,1023-963,2,1,s_1m8,waste,250.0,10,7
1355.0,1023-537,3,1,s_1m8,waste,250.0,11,7
1475.0,1023-836,4,1,s_1m8,waste,250.0,12,7
1500.0,1023-391,5,1,s_1m8,waste,250.0,13,7
1505.0,1023-960,6,1,s_2m3,waste,250.0,14,7
1555.0,1023-792,7,1,s_2m3,waste,250.0,15,7
2055.0,1023-616,12,1,s_2m8,waste,250.0,16,7
2510.0,1023-788,13,1,s_3m3,waste,250.0,17,7
2515.0,1023-740,14,1,s_3m3,waste,250.0,18,7
2835.0,1023-636,15,1,s_3m3,waste,250.0,19,7
2835.0,1023-636,16,1,s_3m3,waste,250.0,20,7
2835.0,1023-636,17,1,s_3m3,waste,250.0,21,7
2835.0,1023-636,18,1,s_3m3,waste,250.0,22,7
1610.0,1023-699,8,2,new,,,23,7
1975.0,1023-928,11,2,,s_2m3,2415.0,23,7
2835.0,1023-636,19,1,new,s_3m3,3165.0,24,7
1650.0,1023-602,9,2,new,,,25,7
1845.0,1023-639,10,2,,s_2m8,2505.0,25,7
2915.0,1023-353,22,1,new,s_3m3,3085.0,26,7
3190.0,1023-767,23,1,new,s_2m8,2810.0,27,7
3545.0,1023-547,25,1,new,s_2m3,2455.0,28,7
4655.0,1023-925,28,1,new,s_1m3,1345.0,29,7
2835.0,1023-636,20,1,new,s_3m3,3165.0,30,7
2835.0,1023-636,21,1,new,s_3m3,3165.0,31,7
3305.0,1023-681,24,1,new,s_2m8,2695.0,32,7
3885.0,1023-260,26,1,new,s_2m3,2115.0,33,7
4330.0,1023-852,27,1,new,s_1m8,1670.0,34,7
4705.0,1023-802,37,1,new,waste,1295.0,1,8
4730.0,1023-491,38,1,new,waste,1270.0,2,8
4820.0,1023-852,39,1,new,waste,1180.0,3,8
4820.0,1023-852,40,1,new,waste,1180.0,4,8
4820.0,1023-852,41,1,new,waste,1180.0,5,8
4820.0,1023-852,42,1,new,waste,1180.0,6,8
4820.0,1023-852,43,1,new,waste,1180.0,7,8
4820.0,1023-852,44,1,new,waste,1180.0,8,8
4820.0,1023-852,45,1,new,waste,1180.0,9,8
4820.0,1023-852,46,1,new,waste,1180.0,10,8
4910.0,1023-226,47,1,new,waste,1090.0,11,8
4915.0,1023-509,48,1,new,waste,1085.0,12,8
5140.0,1023-655,49,1,new,waste,860.0,13,8
5500.0,1023-465,50,1,new,waste,500.0,14,8
1315.0,1023-912,0,1,s_1m8,waste,250.0,15,8
1345.0,1023-960,1,1,s_1m8,waste,250.0,16,8
1590.0,1023-462,2,1,s_2m3,waste,250.0,17,8
1810.0,1023-295,3,1,s_2m3,waste,250.0,18,8
1845.0,1023-982,4,1,s_2m3,waste,250.0,19,8
2015.0,1023-933,7,1,s_2m8,waste,250.0,20,8
2635.0,1023-771,8,1,s_3m3,waste,250.0,21,8
2710.0,1023-412,9,1,s_3m3,waste,250.0,22,8
2785.0,1023-467,10,1,s_3m3,waste,250.0,23,8
2825.0,1023-613,11,1,s_3m3,waste,250.0,24,8
1845.0,1023-982,5,2,new,,,25,8
1880.0,1023-590,6,2,,s_2m3,2275.0,25,8
2850.0,1023-222,12,1,new,s_3m3,3150.0,26,8
2915.0,1023-279,13,1,new,s_3m3,3085.0,27,8
2915.0,1023-279,14,1,new,s_3m3,3085.0,28,8
2915.0,1023-279,15,1,new,s_3m3,3085.0,29,8
2915.0,1023-279,16,1,new,s_3m3,3085.0,30,8
2915.0,1023-279,17,1,new,s_3m3,3085.0,31,8
2915.0,1023-279,18,1,new,s_3m3,3085.0,32,8
2915.0,1023-279,19,1,new,s_3m3,3085.0,33,8
3545.0,1023-768,21,1,new,s_2m3,2455.0,34,8
3910.0,1023-254,23,1,new,s_2m3,2090.0,35,8
3970.0,1023-444,24,1,new,s_2m3,2030.0,36,8
3970.0,1023-444,25,1,new,s_2m3,2030.0,37,8
3970.0,1023-444,26,1,new,s_2m3,2030.0,38,8
3970.0,1023-444,27,1,new,s_2m3,2030.0,39,8
3970.0,1023-444,28,1,new,s_2m3,2030.0,40,8
3970.0,1023-444,29,1,new,s_2m3,2030.0,41,8
3970.0,1023-444,30,1,new,s_2m3,2030.0,42,8
3970.0,1023-444,31,1,new,s_2m3,2030.0,43,8
4480.0,1023-831,35,1,new,s_1m8,1520.0,44,8
4580.0,1023-585,36,1,new,s_1m3,1420.0,45,8
3365.0,1023-711,20,1,new,s_2m8,2635.0,46,8
4255.0,1023-859,32,1,new,s_1m8,1745.0,47,8
4285.0,1023-601,33,1,new,s_1m8,1715.0,48,8
4285.0,1023-352,34,1,new,s_1m8,1715.0,49,8
3720.0,1023-800,22,1,new,waste,2280.0,50,8
5090.0,1023-861,29,1,new,waste,910.0,1,9
5340.0,1023-605,30,1,new,waste,660.0,2,9
5340.0,1023-605,31,1,new,waste,660.0,3,9
5370.0,1023-687,32,1,new,waste,630.0,4,9
5440.0,1023-361,33,1,new,waste,560.0,5,9
5540.0,1023-638,34,1,new,waste,460.0,6,9
5640.0,1023-726,35,1,new,waste,360.0,7,9
5680.0,1023-211,36,1,new,waste,320.0,8,9
955.0,1023-585,0,1,s_1m3,waste,250.0,9,9
1030.0,1023-769,1,1,s_1m8,waste,250.0,10,9
1090.0,1023-353,2,1,s_1m8,waste,250.0,11,9
1150.0,1023-901,3,1,s_1m8,waste,250.0,12,9
1530.0,1023-325,4,1,s_2m3,waste,250.0,13,9
1575.0,1023-884,5,1,s_2m3,waste,250.0,14,9
1595.0,1023-853,6,1,s_2m3,waste,250.0,15,9
1615.0,1023-436,7,1,s_2m3,waste,250.0,16,9
1795.0,1023-357,8,1,s_2m3,waste,250.0,17,9
1825.0,1023-631,9,1,s_2m3,waste,250.0,18,9
1905.0,1023-430,10,1,s_2m3,waste,250.0,19,9
2025.0,1023-603,11,1,s_2m8,waste,250.0,20,9
2025.0,1023-682,12,1,s_2m8,waste,250.0,21,9
2290.0,1023-360,13,1,s_2m8,waste,250.0,22,9
2300.0,1023-420,14,1,s_2m8,waste,250.0,23,9
2475.0,1023-952,15,1,s_2m8,waste,250.0,24,9
2865.0,1023-438,16,1,s_3m3,waste,250.0,25,9
2885.0,1023-279,17,1,s_3m3,waste,250.0,26,9
3135.0,1023-231,18,1,new,s_2m8,2865.0,27,9
3135.0,1023-231,19,1,new,s_2m8,2865.0,28,9
3135.0,1023-231,20,1,new,s_2m8,2865.0,29,9
3135.0,1023-231,21,1,new,s_2m8,2865.0,30,9
3135.0,1023-231,22,1,new,s_2m8,2865.0,31,9
3510.0,1023-239,25,1,new,s_2m3,2490.0,32,9
3510.0,1023-239,26,1,new,s_2m3,2490.0,33,9
3855.0,1023-719,27,1,new,s_2m3,2145.0,34,9
4280.0,1023-819,28,1,new,s_1m8,1720.0,35,9
3360.0,1023-970,24,1,new,waste,2640.0,36,9
3135.0,1023-231,23,1,new,waste,2865.0,37,9
4935.0,1023-496,29,1,new,waste,1065.0,1,10
5245.0,1023-985,30,1,new,waste,755.0,2,10
5420.0,1023-733,31,1,new,waste,580.0,3,10
5530.0,1023-564,32,1,new,waste,470.0,4,10
5650.0,1023-648,33,1,new,waste,350.0,5,10
5665.0,1023-553,34,1,new,waste,335.0,6,10
1010.0,1023-371,0,1,s_1m8,waste,250.0,7,10
1105.0,1023-310,1,1,s_1m8,waste,250.0,8,10
1225.0,1023-873,2,1,s_1m8,waste,250.0,9,10
